task_id,map_name,mutation_factors,commanders,enemy_ai,difficulty_score,notes,is_verified,verifier,battle_experience,是否为裂隙突变,commander_count
467f52566df2470cb88139172bf9aea7,天界封锁,"'超远视距', '异形寄生'","'扎加拉', '蒙斯克'",肆虐扩散,2,,,,,,2
742b049b63f04d81abc1bacce2707343,虚空撕裂,"'光子过载', '幸运红包'","'雷诺', '泽拉图'",袭扰炮击,1,,,,,,2
55c730b74fb9418a9971e56d1e8fd041,机会渺茫,"'自毁程序', '杀生业报', '晶矿护盾'","'凯瑞甘', '雷诺'",风暴迫临,1,地嗪风暴p,,,,,2
a03752a137cb41febdf00c255f2e1e59,往日神庙,'短视症',"'凯瑞甘', '霍纳与汉'",战争机械团,1,,,,,,2
fcc4097b5f714ca28f4918426e0250b8,聚铁成兵,"'暗无天日', '震荡攻击', '幸运红包'","'斯旺', '凯拉克斯'",步战机甲,1,,,,,,2
cbbcbff25e2e46969a0528383a856fa9,亡者之夜,"'行尸走肉', '双重压力', '力量蜕变', '杀戮机器人'","'阿巴瑟', '斯台特曼'",旧世机械团,3,,,,,,2
684cbd4a907041c492cd13820b61d57c,营救矿工,"'扫雷专家', '核弹打击', '力量蜕变'","'德哈卡', '凯拉克斯'",步战机甲,1,,,,,,2
b1f23698cda04eda94d91dba33190ba5,湮灭快车,"'时空立场', '闪避机动', '扫雷专家', '黑死病', '幸运红包'","'霍纳与汉', '阿拉纳克'",爆炸威胁,3,,,,,,2
5dae3f8deab64995ae7efb3b86e151ba,亡者之夜,"'自毁程序', '飞弹大战', '幸运红包', '净化光束', '光子过载'","'诺娃', '德哈卡'",战争机械团,3,诺娃速刷，不然二哈就要打飞弹了,,,,,2
3e9ec8dc6ec44a7cb74dd5b0e1058b2f,天界封锁,"'时间扭曲', '晶矿护盾', '杀戮机器人', '进攻部署', '丧尸大战', '鼓舞人心'","'德哈卡', '斯台特曼'",袭扰炮击,3,,,,,,2
f86ebaf6032b4a0d85dda1d6eec25d03,升格之链,"'同化体', '强行征用'","'阿拉纳克', '菲尼克斯'",爆炸威胁,1,,,,,,2
3bf8cdde16944198a1a0d7a784c9fecd,熔火危机,"'龙卷风暴', '强磁雷场', '给我死吧'","'德哈卡', '斯托科夫'",族长之军,1,原神会出手,,,,,2
a00d201e2cb94eec9476ffc66ccaae86,聚铁成兵,"'鼓舞人心', '短视症', '超远视距', '激光钻机'","'蒙斯克', '泽拉图'",遮天蔽日,2,炮偷,,,,,2
e36b4088aacf4f7bb408adf5719e26d5,虚空撕裂,'鼓舞人心',"'雷诺', ",滋生腐化,1,开飞机,,,,,2
ef0c302703a9470c9ce0744e4379641d,聚铁成兵,'虚空重生者',"'泰凯斯', ",暗影袭扰,1,,,,,,2
83a2f4f63f844f5f8cd5bce0e515f26b,湮灭快车,"'幸运红包', '时间扭曲', '净化光束', '生命汲取', '速度狂魔'","'斯台特曼', '扎加拉'",遮天蔽日,1,,,,,,2
6b5abc778dc7450e8ef8e192d3d6db82,升格之链,"'双重压力', '超远视距', '杀戮机器人', '给我死吧', '扫雷大战', '同化体'","'斯旺', '诺娃'",爆炸威胁,4,,,,,,2
83455c2c41b7496dbd9f3a0a5a6a23e9,死亡摇篮,'给我死吧',"'阿塔尼斯', '凯拉克斯'",大师机械,1,,,,,,2
769dcf4e707c4dfba86865e8e9d23c3c,营救矿工,"'扫雷专家', '灵能爆表', '焦土政策', '伤害散射'","'德哈卡', '菲尼克斯'",突击团,2,,,,,,2
76eceb36b53e405bb9e80297ab185660,熔火危机,"'时间扭曲', '杀生业报', '致命勾引', '强磁雷场', '晶矿护盾'","'斯台特曼', '泰凯斯'",爆炸威胁,3,勾引矿盾，杀生tks，喔爽,,,,,2
90566449038d459e965a6ae92c36c6ad,亡者之夜,"'暴风雪', '丧尸大战'","'菲尼克斯', '阿塔尼斯'",暗影科技团,2,,,,,裂隙突变,2
35d6de2d044d4f07b8e5ff64ef09edd6,虚空撕裂,"'净化光束', '鼓舞人心', '幸运红包', '丧尸大战', '混乱工作室'","'泰凯斯', '雷诺'",族长之军,3,,,,,,2
506a9d3d63614167a7a32886b88895a4,黑暗杀星,"'给我死吧', '杀生业报', '扫雷专家'","'斯托科夫', '沃拉尊'",突击团,2,族长偷柱子,,,,,2
667f0d90cead43d393486419dae9f116,虚空撕裂,"'暴风雪', '强行征用', '相互摧毁', '同化体', '激光钻机'","'泽拉图', '凯拉克斯'",帝国战斗群,2,,,,,,2
0f1472b512024fb2ba7a7113bd14fdf9,天界封锁,"'生命汲取', '减伤屏障'","'阿巴瑟', '斯台特曼'",族长之军,1,,,,,,2
15b0b266379f46cab278f67ef6dd2e23,亡者之夜,"'伤害散射', '进攻部署', '灵能爆表', '丧尸大战', '杀戮机器人'","'凯瑞甘', '扎加拉'",风暴迫临,4,,,,,裂隙突变,2
96764852c3b74b97a55b8b50ce4540a2,营救矿工,"'相互摧毁', '短视症', '灵能爆表', '虚空裂隙', '力量蜕变'","'扎加拉', '雷诺'",艾尔先锋,5,都是combo，杀了炸鸡吧,,,,,2
e40f9cdf68404079b9284b4bad839963,升格之链,"'复仇战士', '速度狂魔'","'菲尼克斯', '诺娃'",暗影科技团,1,,,,,,2
98da500d90af4d76ab4ee7033055cec7,虚空降临,"'震荡攻击', '复仇战士', '短视症'","'泰凯斯', '斯台特曼'",族长之军,1,,,,,,2
47c5e1312e0b49c5b6bd557080594701,营救矿工,"'行尸走肉', '生命吸取', '晶矿护盾', '轨道轰炸'","'泰凯斯', '斯台特曼'",暗影袭扰,1,,,,,,2
62a3c7ad7e9f406fae5b1f64dcf963ef,湮灭快车,"'轨道轰炸', '风暴英雄', '伤害散射', '异形寄生'","'雷诺', '霍纳与汉'",旧世步兵团,3,,,,,,2
6149164e63a84476b2f00ef8f4c3a69e,升格之链,"'进攻部署', '默哀'","'泰凯斯', '泽拉图'",肆虐扩散,2,要求会找神器，知道默哀和部署啥效果,,,,,2
9fa8baadcdf044a888c5efc82323247f,黑暗杀星,"'无边恐惧', '暗无天日', '伤害散射'","'菲尼克斯', '凯拉克斯'",战争机械团,2,,,,,,2
5d86ceb9a25c4a208d400d153c342c01,死亡摇篮,"'鼓舞人心', '自毁程序', '净化光束'","'霍纳与汉', '德哈卡'",暗影科技团,1,,,,,,2
0ce6075fb9d6452ab2ad5b5d6b2f3f9b,机会渺茫,"'异形寄生', '行尸走肉', '虚空重生者', '无边恐惧'","'霍纳与汉', '阿塔尼斯'",帝国战斗群,3,米拉照红衣,,,,,2
cd66b55ef419475bb886dde74fc97cf8,营救矿工,'杀戮机器人',"'诺娃', '蒙斯克'",大师机械,2,,,,,,2
a2f1c764aa8a49e8973acf2215cb5d1a,升格之链,"'异形寄生', '晶矿护盾', '强行征用'","'诺娃', '蒙斯克'",滋生腐化,1,,,,,,2
da89a78848884fa3ab3e1983a9a759f5,净网行动,"'强行征用', '晶矿护盾', '幸运红包'","'阿塔尼斯', '斯旺'",帝国战斗群,1,,,,,,2
28a3122222a9435ea00f0e683eb1e500,聚铁成兵,'生命汲取',"'凯瑞甘', '德哈卡'",旧世步兵团,1,,,,,,2
75902295d5f44724aed802b3d0992f8a,净网行动,"'异形寄生', '生命汲取'","'斯台特曼', '阿拉纳克'",风暴迫临,1,,,,,,2
2540057827ec454f900fbf63e799ff66,往日神庙,"'净化光束', '时间扭曲', '减伤屏障'","'斯旺', '诺娃'",步战机甲,1,,,,,,2
29d78047c8834117a49f0a6556e2d4da,虚空降临,"'强行征用', '灵能爆表', '进攻部署', '暗无天日'","'斯台特曼', '凯拉克斯'",突击团,1,,,,,,2
88fdb6c2acfd4b58bcb9da4b6ff7b5f3,黑暗杀星,"'短视症', '幸运红包', '异形寄生', '行尸走肉', '焦土政策', '生命吸取'","'德哈卡', '霍纳与汉'",暗影科技团,2,一堆乱七八糟的东西打得过原神吗,,,,裂隙突变,2
9ff72d6d38ac451ba8f0a36570a0d351,营救矿工,'暴风雪',"'蒙斯克', '雷诺'",袭扰炮击,1,,,,,,2
b0b75061874e4a3abfde08e91377f0ce,净网行动,"'光子过载', '杀戮机器人', '暗无天日'","'雷诺', '霍纳与汉'",肆虐扩散,3,,,,,,2
6c42b39d998e4113a48c3a44bc716f7f,黑暗杀星,"'暴风雪', '强行征用', '同化体', '速度狂魔'","'诺娃', '沃拉尊'",族长之军,4,,,,,,2
11561347e00e45b0b8a0c573974a2b1a,虚空降临,"'默哀', '同化体', '强行征用'","'诺娃', '泰凯斯'",爆炸威胁,2,,,,,裂隙突变,2
aeac48f861f14551b90bcfa475820d67,升格之链,'无边恐惧',"'蒙斯克', '阿巴瑟'",暗影袭扰,1,码炮出宿主,,,,,2
4da5e1b7ddf549ad8b707e2c066bdbf0,升格之链,"'闪避机动', '杀生业报'","'雷诺', '斯托科夫'",肆虐扩散,1,,,,,,2
f4ff43e23f4e4fcb9a30cd3712696f8f,死亡摇篮,'时间扭曲',"'蒙斯克', '阿巴瑟'",战争机械团,1,炮,,,,,2
1498661584b74cb8aa8b5a405e15ce8d,聚铁成兵,"'自毁程序', '强磁雷场', '伤害散射', '双重压力', '虚空重生者'","'雷诺', '斯托科夫'",滋生腐化,3,,,,,裂隙突变,2
dbcd89401c8e41e4bfb04ad727940bd5,虚空撕裂,"'轨道轰炸', '默哀'","'菲尼克斯', '扎加拉'",袭扰炮击,1,,,,,,2
0aaf0010857e451495874653571fd239,机会渺茫,'时空立场',"'泰凯斯', '斯旺'",艾尔先锋,1,tks和他的气骡.png,,,,,2
9913b28004414471a0aa614a5f46b108,天界封锁,"'来去无踪', '默哀', '黑死病', '时间扭曲', '震荡攻击'","'斯托科夫', '泰凯斯'",旧世步兵团,2,,,,,,2
d2014e210e7247b2b5a4210a3f70fb11,净网行动,"'风暴英雄', '异形寄生', '暗无天日'","'雷诺', '斯台特曼'",步战机甲,1,,,,,,2
0550c688e32a4df7815a631eee0fa12d,升格之链,"'灵能爆表', '鼓舞人心', '飞弹大战'","'霍纳与汉', '泽拉图'",风暴迫临,2,,,,,,2
580c59af24364bddaef2d8556484be3e,往日神庙,"'黑死病', '坚强意志', '轨道轰炸', '力量蜕变', '焦土政策'","'阿巴瑟', '诺娃'",滋生腐化,2,,,,,裂隙突变,2
aa19c62faf9242bea0d1b6ee43d515eb,湮灭快车,"'来去无踪', '同化体', '暴风雪', '晶矿护盾'","'德哈卡', '阿巴瑟'",突击团,2,,,,,,2
b5c61ae1ec024469980b83e6cee3baee,虚空撕裂,"'减伤屏障', '给我死吧', '自毁程序', '时间扭曲'","'菲尼克斯', '诺娃'",暗影科技团,1,,,,,裂隙突变,2
4af2d9b85e654680b9480695f8a117a2,天界封锁,"'扫雷专家', '虚空裂隙', '行尸走肉', '超远视距'","'凯瑞甘', '阿巴瑟'",暗影袭扰,3,,,,,裂隙突变,2
afc994bf73514090887a55450b694a35,虚空撕裂,"'强行征用', '龙卷风暴', '进攻部署', '力量蜕变', '暴风雪', '超远视距'","'阿拉纳克', '阿塔尼斯'",族长之军,3,,,,,,2
2bde907d47b14110980a7aa21b63fbdd,聚铁成兵,"'光子过载', '异形寄生', '杀戮机器人', '礼尚往来', '混乱工作室'","'阿拉纳克', '沃拉尊'",袭扰炮击,4,,,,,,2
e17eee87c3d449119e6454a5e9a4dcbf,机会渺茫,"'坚强意志', '核弹打击'","'沃拉尊', '雷诺'",暗影科技团,2,,,,,,2
b71ee97678c543cdbf50ea87165332ed,天界封锁,"'时空立场', '复仇战士', '生命汲取'","'阿巴瑟', '沃拉尊'",滋生腐化,2,,,,,,2
d0d50978016843a587d86a7ae08f8004,亡者之夜,"'闪避机动', '行尸走肉', '强磁雷场', '混乱工作室', '虚空裂隙'","'凯瑞甘', '泰凯斯'",大师机械,4,,,,,,2
093853e7331748b4ae48c8db96ca9c99,熔火危机,"'力量蜕变', '激光钻机', '虚空重生者', '扫雷专家', '减伤屏障', '速度狂魔', '核弹打击'","'阿巴瑟', '阿塔尼斯'",战争机械团,5,,,,,,2
f58aeaabbdd246b88d81979d380d6f91,天界封锁,"'净化光束', '强行征用'","'凯瑞甘', '阿巴瑟'",袭扰炮击,1,,,,,,2
f0ba667a61364d899b93d42e6a63bffd,机会渺茫,"'短视症', '净化光束', '给我死吧'","'阿巴瑟', '德哈卡'",艾尔先锋,2,,,,,,2
873238440c1643ea9c7d97c26030320d,升格之链,"'灵能爆表', '坚强意志', '短视症', '扫雷大战', '暴风雪', '杀生业报'","'斯台特曼', '泰凯斯'",暗影科技团,3,,,,,,2
7af758cbefb849b7863cc16e1976816b,虚空降临,"'闪避机动', '飞弹大战', '鼓舞人心', '强行征用', '丧尸大战'","'斯旺', '斯托科夫'",风暴迫临,2,,,,,,2
6da2d50367ba4c5197d37b39f1350f4c,聚铁成兵,"'暴风雪', '力量蜕变', '生命汲取'","'阿巴瑟', '扎加拉'",艾尔先锋,2,,,,,,2
900be11d9f254e5c8c80b8acaffd1d53,黑暗杀星,"'杀生业报', '暗无天日'","'凯瑞甘', '阿塔尼斯'",旧世步兵团,1,,,,,,2
28a9c6fde16a41efa7ac967b08471d5c,湮灭快车,"'短视症', '虚空重生者', '丧尸大战', '灵能爆表', '风暴英雄', '虚空裂隙'","'阿拉纳克', '沃拉尊'",暗影科技团,5,嗨嗨嗨combo来咯,,,,,2
44897578a1ce45698ca0c063973c489a,湮灭快车,"'生命吸取', '风暴英雄', '复仇战士', '虚空裂隙'","'斯托科夫', '阿巴瑟'",袭扰炮击,4,,,,,,2
b5825ee1d03546ec9a7b94775dd241e7,营救矿工,"'给我死吧', '幸运红包', '致命勾引'","'菲尼克斯', '泰凯斯'",风暴迫临,2,,,,,,2
eb7eddba7f1340abbd85d8f43b3468ad,天界封锁,"'轨道轰炸', '力量蜕变', '飞弹大战', '岩浆爆发', '净化光束', '相互摧毁'","'诺娃', '扎加拉'",旧世机械团,3,,,,,,2
33ff4e6264dd491a931f48c5b6e88edc,净网行动,"'幸运红包', '灵能爆表', '净化光束', '减伤屏障'","'诺娃', '沃拉尊'",暗影科技团,1,,,,,裂隙突变,2
a956326b73e24667bcb325d798771e6a,虚空撕裂,"'闪避机动', '轨道轰炸'","'泰凯斯', '斯台特曼'",卡莱的希望,1,,,,,,2
f36c44abbb2d495a9c38d0d7660217b4,黑暗杀星,"'进攻部署', '风暴英雄', '礼尚往来', '飞弹大战'","'蒙斯克', '霍纳与汉'",旧世步兵团,3,没风暴看礼物,,,,,2
407bd6a47ba147128d3fa030f9ed6426,亡者之夜,"'速度狂魔', '致命勾引', '净化光束'","'阿巴瑟', '扎加拉'",步战机甲,3,,,,,裂隙突变,2
66b12732e53045dba717c87fa4f92e03,聚铁成兵,"'鼓舞人心', '虚空重生者', '同化体', '轨道轰炸', '核弹打击'","'阿拉纳克', '泰凯斯'",风暴迫临,4,,,,,,2
e4cf16d0265b427a940809631a27acd5,聚铁成兵,"'异形寄生', '双重压力', '扫雷大战', '虚空裂隙', '轨道轰炸'","'阿塔尼斯', '阿巴瑟'",暗影袭扰,4,,,,,裂隙突变,2
a71c936656a340df90cbe14738c1a7b7,虚空降临,"'致命勾引', '礼尚往来', '灵能爆表', '无边恐惧', '时间扭曲', '晶矿护盾'","'阿拉纳克', '蒙斯克'",族长之军,4,坚果来放超载的吧,,,,,2
47ef0caea3914a88bb85894d0a2db4cb,升格之链,'减伤屏障',"'斯台特曼', '阿拉纳克'",遮天蔽日,1,,,,,,2
newdata001,升格之链,"'给我死吧', '风暴英雄', '虚空裂隙', '默哀'","'菲尼克斯', '阿巴瑟'",族长之军,4,,,,,,裂隙突变,2
newdata002,升格之链,"'虚空裂隙', '风暴英雄', '岩浆爆发'","'菲尼克斯', '凯拉克斯'",旧世机械团,4,,,,,,裂隙突变,2
newdata003,湮灭快车,"'虚空裂隙', '自毁程序', '复仇战士', '风暴英雄'","'凯拉克斯', '扎加拉'",大师机械,5,,,,,,裂隙突变,2
newdata004,湮灭快车,"'伤害散射', '默哀', '风暴英雄', '核弹打击', '力量蜕变'","'斯旺', '诺娃'",肆虐扩散,4,,,,,,2
newdata005,净网行动,"'虚空裂隙', '风暴英雄', '虚空重生者', '力量蜕变', '超远视距'","'凯拉克斯', '菲尼克斯'",暗影科技团,4,,,,,,裂隙突变,2
newdata006,净网行动,"'虚空裂隙', '风暴英雄', '扫雷专家', '速度狂魔', '岩浆爆发'","'沃拉尊', '扎加拉'",战争机械团,4,,,,,,裂隙突变,2
newdata007,聚铁成兵,"'虚空重生者', '进攻部署', '虚空裂隙', '无边恐惧'","'凯拉克斯', '凯瑞甘'",暗影袭扰,4,,,,,,裂隙突变,2
newdata008,聚铁成兵,"'虚空重生者', '虚空裂隙', '风暴英雄'","'阿拉纳克', '凯拉克斯'",帝国战斗群,4,,,,,,裂隙突变,2
newdata009,熔火危机,"'扫雷专家', '力量蜕变', '虚空裂隙', '风暴英雄'","'菲尼克斯', '凯拉克斯'",风暴迫临,4,,,,,,裂隙突变,2
newdata010,熔火危机,"'核弹打击', '虚空重生者', '虚空裂隙', '风暴英雄', '复仇战士'","'沃拉尊', '凯拉克斯'",风暴迫临,5,,,,,,裂隙突变,2
newdata011,营救矿工,"'给我死吧', '风暴英雄', '虚空裂隙', '激光钻机'","'菲尼克斯', '凯拉克斯'",风暴迫临,4,,,,,,裂隙突变,2
newdata012,营救矿工,"'给我死吧', '虚空裂隙', '虚空重生者', '岩浆爆发'","'凯瑞甘', '斯旺'",滋生腐化,4,,,,,,裂隙突变,2
newdata013,熔火危机,"'风暴英雄', '暴风雪', '虚空裂隙'","'凯瑞甘', '菲尼克斯'",卡莱的希望,4,,,,,,裂隙突变,2
newdata014,熔火危机,"'给我死吧', '风暴英雄', '虚空裂隙', '虚空重生者'","'沃拉尊', '泽拉图'",艾尔先锋,4,,,,,,裂隙突变,2
newdata015,往日神庙,"'虚空裂隙', '虚空重生者', '风暴英雄', '复仇战士'","'凯拉克斯', '扎加拉'",战争机械团,5,,,,,,裂隙突变,2
newdata016,往日神庙,"'虚空裂隙', '风暴英雄', '给我死吧', '力量蜕变'","'阿拉纳克', '阿巴瑟'",步战机甲,4,,,,,,裂隙突变,2
newdata017,营救矿工,"'虚空重生者', '给我死吧', '虚空裂隙', '激光钻机'","'扎加拉', '蒙斯克'",帝国战斗群,5,,,,,,裂隙突变,2
